language	iso_code	gloss	ipa	asjp	sca	dolgo
telu1262	tel	Baum::N	t͡ɕ e ʈ ʈ u	Cetu	CETY	KVTV
telu1262	tel	Stamm::N	t͡ɕ e ʈ ʈ u b o o d e	Cetubode	CETYPUTE	KVTVPVTV
telu1262	tel	Rinde::N	t͡ɕ e ʈ ʈ u p ʌ ʈ ʈ ʌ	Cetupoto	CETYPETE	KVTVPVTV
telu1262	tel	Ast::N	k o m m ʌ	komo	KUME	KVMV
telu1262	tel	Zweig::N	t͡ɕ i ʋ u k u	Ciwuku	CIWYKY	KVWVKV
telu1262	tel	Blatt::N	a a k u	aku	AKY	VKV
telu1262	tel	Birke::N	t ʌ r ʌ h a a _ t͡ɕ e ʈ ʈ u	torohaCetu	TEREHA_CETY	TVRVHV_KVTV
telu1262	tel	Kiefer[Baum]::N	d e e ʋ ʌ d a a r u _ t͡ɕ e ʈ ʈ u	dewodaruCetu	TEWETARY_CETY	TVWVTVRV_KVTV
telu1262	tel	Weide[Baum]::N	d͡ʑ a a t i t͡ɕ e ʈ ʈ u	jatiCetu	CATICETY	KVTVKVTV
telu1262	tel	Tanne::N	d e e ʋ ʌ d a a r u t͡ɕ e ʈ ʈ u	dewodaruCetu	TEWETARYCETY	TVWVTVRVKVTV
telu1262	tel	Horn::N	k o m m u	komu	KUMY	KVMV
telu1262	tel	Feder::N	i i k ʌ	iko	IKE	VKV
telu1262	tel	Fell::N	t o o l u	tolu	TULY	TVRV
telu1262	tel	Flügel::N	ɽ e k k ʌ	reko	REKE	RVKV
telu1262	tel	Klaue::N	ʋ ʌ̃ k ʌ r ʌ ɡ o o r u	wokorogoru	WEKEREKURY	WVKVRVKVRV
telu1262	tel	Kralle::N	ʋ ʌ̃ k ʌ r ʌ ɡ o o r u	wokorogoru	WEKEREKURY	WVKVRVKVRV
telu1262	tel	Schwanz::N	t o o k ʌ	toko	TUKE	TVKV
telu1262	tel	Ei::N	ɡ r u ɖ ɖ u	grudu	KRYTY	KRVTV
telu1262	tel	Nest::N	p ʌ k ʂ i ɡ u u ɖ u	pokSigudu	PEKSIKYTY	PVKSVKVTV
telu1262	tel	Bau::N	ɡ u h ʌ	guho	KYHE	KVHV
telu1262	tel	Tier::N	d͡ʑ ʌ̃ t u ʋ u	jotuwu	CETYWY	KVTVWV
telu1262	tel	Herde::N	m ʌ̃ d ʌ	modo	METE	MVTV
telu1262	tel	Kuh::N	a a ʋ u	awu	AWY	VWV
telu1262	tel	Bulle::N	ɡ i t t ʌ	gito	KITE	KVTV
telu1262	tel	Pferd::N	ɡ u ɽ ɽ ʌ m u	guromu	KYREMY	KVRVMV
telu1262	tel	Schaf::N	ɡ o ɽ ɽ e	gore	KURE	KVRV
telu1262	tel	Schwein::N	p ʌ̃ d i	podi	PETI	PVTV
telu1262	tel	Hund::N	k u k k ʌ	kuko	KYKE	KVKV
telu1262	tel	Katze::N	p i l l i	pili	PILI	PVRV
telu1262	tel	Bär::N	e l u ɡ u b ʌ̃ ʈ i	eluguboti	ELYKYPETI	VRVKVPVTV
telu1262	tel	Eichhörnchen::N	u ɖ u t ʌ	uduto	YTYTE	VTVTV
telu1262	tel	Elch::N	k ʌ ɳ ʌ̃ d͡ʑ u	konoju	KENECY	KVNVKV
telu1262	tel	Fuchs::N	ɡ ũ ʈ ʌ n ʌ k k ʌ	gutonoko	KYTENEKE	KVTVNVKV
telu1262	tel	Hase::N	k ũ d e e l u	kudelu	KYTELY	KVTVRV
telu1262	tel	Maus::N	t͡ɕ i ʈ ʈ e l u k ʌ	Citeluko	CITELYKE	KVTVRVKV
telu1262	tel	Wolf::N	t o o ɖ e e l u	todelu	TUTELY	TVTVRV
telu1262	tel	Vogel::N	p ʌ k ʂ i	pokSi	PEKSI	PVKSV
telu1262	tel	Schwarm::N	ɡ ũ p u	gupu	KYPY	KVPV
telu1262	tel	Huhn::N	k o o ɖ i p i l l ʌ	kodipilo	KUTIPILE	KVTVPVRV
telu1262	tel	Hahn::N	k o o ɖ i ʋ ũ d͡ʑ u	kodiwuju	KUTIWYCY	KVTVWVKV
telu1262	tel	Gans::N	a a ɖ u b a a t u	adubatu	ATYPATY	VTVPVTV
telu1262	tel	Adler::N	ɡ r ʌ d d ʌ	grodo	KRETE	KRVTV
telu1262	tel	Ente::N	p a a ʈ ʈ i b a a t u	patibatu	PATIPATY	PVTVPVTV
telu1262	tel	Eule::N	ɡ r u ɖ l ʌ ɡ u u b ʌ	grudlogubo	KRYTLEKYPE	KRVTRVKVPV
telu1262	tel	Kranich::N	k õ ɡ ʌ	kogo	KUKE	KVKV
telu1262	tel	Krähe::N	k a a k i	kaki	KAKI	KVKV
telu1262	tel	Kuckuck::N	k o o j ʌ l ʌ	koyolo	KUJELE	KVJVRV
telu1262	tel	Schwan::N	h ʌ̃ s ʌ	hoso	HESE	HVSV
telu1262	tel	Fisch::N	t͡ɕ e e p ʌ	Cepo	CEPE	KVPV
telu1262	tel	Barsch::N	o k ʌ t͡ɕ e e ̃ p ʌ	okoCepo	UKECEPE	VKVKVPV
telu1262	tel	Hecht::N	ɡ ʌ̃ ɖ u m i i n u	goduminu	KETYMINY	KVTVMVNV
telu1262	tel	Schlange[Tier]::N	p a a m u	pamu	PAMY	PVMV
telu1262	tel	Wurm::N	p u r u ɡ u	purugu	PYRYKY	PVRVKV
telu1262	tel	Spinne::N	s a a l e _ p u r u ɡ u	salepurugu	SALE_PYRYKY	SVRV_PVRVKV
telu1262	tel	Ameise::N	t͡ɕ i i m ʌ	Cimo	CIME	KVMV
telu1262	tel	Laus::N	p e e n u	penu	PENY	PVNV
telu1262	tel	Mücke::N	t͡ɕ i i k ʌ ʈ i i ɡ ʌ	Cikotigo	CIKETIKE	KVKVTVKV
telu1262	tel	Fliege::N	i i ɡ ʌ	igo	IKE	VKV
telu1262	tel	Schmetterling::N	s i i t a a k o o k ʌ t͡ɕ i l u k ʌ	sitakokoCiluko	SITAKUKECILYKE	SVTVKVKVKVRVKV
telu1262	tel	Beere::N	k a a j ʌ	kayo	KAJE	KVJV
telu1262	tel	Apfel::N	a a p i l _ p ʌ̃ ɖ u	apilpodu	APIL_PETY	VPVR_PVTV
telu1262	tel	Pilz::N	k u k k ʌ ɡ o ɖ u ɡ u	kukogodugu	KYKEKUTYKY	KVKVKVTVKV
telu1262	tel	Zwiebel::N	n i i r u l l i	niruli	NIRYLI	NVRVRV
telu1262	tel	Saat::N	ʋ i t t ʌ n ʌ m u	witonomu	WITENEMY	WVTVNVMV
telu1262	tel	Korn::N	ɡ ĩ d͡ʑ ʌ	gijo	KICE	KVKV
telu1262	tel	Heu::N	ẽ ɖ u ɡ ʌ ɖ ɖ i	edugodi	ETYKETI	VTVKVTV
telu1262	tel	Schale::N	p o ʈ ʈ u	potu	PUTY	PVTV
telu1262	tel	Grube::N	ɡ o j j i	goyi	KUJI	KVJV
telu1262	tel	Falle::N	b o o n u	bonu	PUNY	PVNV
telu1262	tel	Schlinge::N	u r i	uri	YRI	VRV
telu1262	tel	Spur::N	d͡ʑ a a ɖ ʌ	jado	CATE	KVTV
telu1262	tel	Asche::N	b u u ɖ i d ʌ	budido	PYTITE	PVTVTV
telu1262	tel	Dreck::N	m u ɽ i k i	muriki	MYRIKI	MVRVKV
telu1262	tel	Eisen::N	i n u m u	inumu	INYMY	VNVMV
telu1262	tel	Gold::N	b ʌ̃ ɡ a a r ʌ m u	bogaromu	PEKAREMY	PVKVRVMV
telu1262	tel	Silber::N	ʋ ẽ ɖ i	wedi	WETI	WVTV
telu1262	tel	Kohle::N	n e e l ʌ b o ɡ ɡ u	nelobogu	NELEPUKY	NVRVPVKV
telu1262	tel	Glas::N	ɡ a a d͡ʑ u	gaju	KACY	KVKV
telu1262	tel	Lehm::N	b ʌ̃ k ʌ m ʌ n n u	bokomonu	PEKEMENY	PVKVMVNV
telu1262	tel	Sand::N	i s u k ʌ	isuko	ISYKE	VSVKV
telu1262	tel	Mensch::N	n ʌ r u ɖ u	norudu	NERYTY	NVRVTV
telu1262	tel	Mann::N	p u r u m ʌ ɖ u	purumodu	PYRYMETY	PVRVMVTV
telu1262	tel	Frau::N	a a ɖ u d i	adudi	ATYTI	VTVTV
telu1262	tel	Kind::N	b i ɖ ɖ ʌ	bido	PITE	PVTV
telu1262	tel	Junge::N	b a a l u ɖ u	baludu	PALYTY	PVRVTV
telu1262	tel	Mädchen::N	b a a l i k ʌ	baliko	PALIKE	PVRVKV
telu1262	tel	Familie::N	k u ʈ ũ b ʌ m u	kutubomu	KYTYPEMY	KVTVPVMV
telu1262	tel	Großvater::N	t a a t ʌ	tato	TATE	TVTV
telu1262	tel	Großmutter::N	ʌ j j ʌ m m ʌ	oyomo	EJEME	VJVMV
telu1262	tel	Eltern::N	t ʌ l l i t ʌ̃ ɖ r u l u	tolitodrulu	TELITETRYLY	TVRVTVTRVRV
telu1262	tel	Vater::N	t ʌ̃ ɖ r i	todri	TETRI	TVTRV
telu1262	tel	Mutter::N	t ʌ l l i	toli	TELI	TVRV
telu1262	tel	Sohn::N	k o ɖ u k u	koduku	KUTYKY	KVTVKV
telu1262	tel	Tochter::N	k u u t u r u	kuturu	KYTYRY	KVTVRV
telu1262	tel	Bruder::N	p o o d ʌ r u ɖ u	podorudu	PUTERYTY	PVTVRVTV
telu1262	tel	Schwester::N	s o o d ʌ r i	sodori	SUTERI	SVTVRV
telu1262	tel	Onkel::N	m e e n ʌ m a a m ʌ	menomamo	MENEMAME	MVNVMVMV
telu1262	tel	Tante::N	m e e n ʌ t t ʌ	menoto	MENETE	MVNVTV
telu1262	tel	Tante::N	p i n ʌ t ʌ l l i	pinotoli	PINETELI	PVNVTVRV
telu1262	tel	Ehemann::N	bʰ ʌ r t ʌ	borto	PERTE	PVRTV
telu1262	tel	Ehefrau::N	bʰ a a r j ʌ	baryo	PARJE	PVRJV
telu1262	tel	Freude::N	s ʌ̃ t o o ʂ ʌ m u	sotoSomu	SETUSEMY	SVTVSVMV
telu1262	tel	Gelächter::N	n ʌ ʋ ʋ u	nowu	NEWY	NVWV
telu1262	tel	Glück::N	s ʌ̃ t o o ʂ ʌ m u	sotoSomu	SETUSEMY	SVTVSVMV
telu1262	tel	Kummer::N	d u h kʰ ʌ m u	duhkomu	TYHKEMY	TVHKVMV
telu1262	tel	Wunsch::N	k o o r i k ʌ	koriko	KURIKE	KVRVKV
telu1262	tel	Lust::N	k o o r i k ʌ	koriko	KURIKE	KVRVKV
telu1262	tel	Geist::N	a a t m ʌ	atmo	ATME	VTMV
telu1262	tel	Gedanke::N	a a l o o t͡ɕ ʌ n ʌ	aloCono	ALUCENE	VRVKVNV
telu1262	tel	Gedächtnis::N	d͡ʑ ɲ a a p ʌ k ʌ m u	j5apokomu	CNAPEKEMY	KNVPVKVMV
telu1262	tel	Verstand::N	m ʌ n ʌ s s u	monosu	MENESY	MVNVSV
telu1262	tel	Sinn::N	ʌ r t h ʌ m u	orthomu	ERTHEMY	VRTHVMV
telu1262	tel	Grund::N	k a a r ʌ ɳ ʌ m u	karonomu	KARENEMY	KVRVNVMV
telu1262	tel	Wahrheit::N	s ʌ t j ʌ m u	sotyomu	SETJEMY	SVTJVMV
telu1262	tel	Gespräch::N	p ʌ̃ bʰ a a ʂ ʌ ɳ ʌ	pobaSono	PEPASENE	PVPVSVNV
telu1262	tel	Märchen::N	ʌ d bʰ u t ʌ k ʌ t h ʌ	odbutokotho	ETPYTEKETHE	VTPVTVKVTHV
telu1262	tel	Erzählung::N	k ʌ t h ʌ	kotho	KETHE	KVTHV
telu1262	tel	Nachricht::N	ʋ a a r t ʌ	warto	WARTE	WVRTV
telu1262	tel	Neuigkeit::N	ʋ a a r t ʌ	warto	WARTE	WVRTV
telu1262	tel	Name::N	p e e r u	peru	PERY	PVRV
telu1262	tel	Rätsel::N	t͡ɕ i k k u	Ciku	CIKY	KVKV
telu1262	tel	Rede::N	u p ʌ n j a a s ʌ m u	uponyasomu	YPENJASEMY	VPVNJVSVMV
telu1262	tel	Sprache::N	bʰ a a ʂ ʌ	baSo	PASE	PVSV
telu1262	tel	Stimme::N	k ʌ̃ r ʌ t h s ʌ n i	korothsoni	KERETHSENI	KVRVTHSVNV
telu1262	tel	Wort::N	m a a ʈ ʌ	mato	MATE	MVTV
telu1262	tel	Zeichen::N	ɡ u r t u	gurtu	KYRTY	KVRTV
telu1262	tel	Ruf::N	p i l u ʋ u	piluwu	PILYWY	PVRVWV
telu1262	tel	Lärm::N	s ʌ̃ d ʌ ɖ i	sododi	SETETI	SVTVTV
telu1262	tel	Laut::N	d h ʋ ʌ n i	dhwoni	THWENI	THWVNV
telu1262	tel	Ton::N	s ʋ ʌ r ʌ m u	sworomu	SWEREMY	SWVRVMV
telu1262	tel	Lied::N	p a a ʈ ʌ	pato	PATE	PVTV
telu1262	tel	Ruhe::N	ɡ a a l i l e e m i	galilemi	KALILEMI	KVRVRVMV
telu1262	tel	Leute::N	d͡ʑ ʌ n u l u	jonulu	CENYLY	KVNVRV
telu1262	tel	Volk::N	d͡ʑ a a t i	jati	CATI	KVTV
telu1262	tel	Arbeit::N	p ʌ n i	poni	PENI	PVNV
telu1262	tel	Gast::N	ʌ t i d h i	otidhi	ETITHI	VTVTHV
telu1262	tel	Geschenk::N	d a a n ʌ m u	danomu	TANEMY	TVNVMV
telu1262	tel	Spiel::N	a a ʈ ʌ	ato	ATE	VTV
telu1262	tel	Gesellschaft::N	d͡ʑ ʌ ʈ ʈ u	jotu	CETY	KVTV
telu1262	tel	Hilfe::N	s a a h a a j j ʌ m u	sahayomu	SAHAJEMY	SVHVJVMV
telu1262	tel	Freund::N	s n e e h i t u ɖ u	snehitudu	SNEHITYTY	SNVHVTVTV
telu1262	tel	Kamerad::N	t͡ɕ e l i k a a ɖ u	Celikadu	CELIKATY	KVRVKVTV
telu1262	tel	Angelegenheit::N	ʋ i ʂ ʌ j ʌ m u	wiSoyomu	WISEJEMY	WVSVJVMV
telu1262	tel	Anzahl::N	l e k k ʌ	leko	LEKE	RVKV
telu1262	tel	Art::N	d͡ʑ a a t i	jati	CATI	KVTV
telu1262	tel	Stück::N	t u n u k ʌ	tunuko	TYNYKE	TVNVKV
telu1262	tel	Teil::N	bʰ a a ɡ ʌ m u	bagomu	PAKEMY	PVKVMV
telu1262	tel	Hälfte::N	s ʌ ɡ ʌ m u	sogomu	SEKEMY	SVKVMV
telu1262	tel	Kreis::N	ʋ r ʊ t t ʌ m u	wrutomu	WRYTEMY	WRVTVMV
telu1262	tel	Kreuz::N	s i l u ʋ ʌ	siluwo	SILYWE	SVRVWV
telu1262	tel	Linie::N	ɡ i i t ʌ	gito	KITE	KVTV
telu1262	tel	Strich::N	ɡ i i t ʌ	gito	KITE	KVTV
telu1262	tel	Abstand::N	s ʌ̃ d u	sodu	SETY	SVTV
telu1262	tel	Entfernung::N	d u u r ʌ m u	duromu	TYREMY	TVRVMV
telu1262	tel	Gegend::N	ʋ i s t i i r ɳ ʌ m u	wistirnomu	WISTIRNEMY	WVSTVRNVMV
telu1262	tel	Platz::N	e ɖ ʌ m u	edomu	ETEMY	VTVMV
telu1262	tel	Ort::N	s t h ʌ l ʌ m u	stholomu	STHELEMY	STHVRVMV
telu1262	tel	Seite::N	p r ʌ k k ʌ	proko	PREKE	PRVKV
telu1262	tel	Mitte::N	n ʌ ɖ i m i	nodimi	NETIMI	NVTVMV
telu1262	tel	Gegenstand::N	p ʌ d d u	podu	PETY	PVTV
telu1262	tel	Sache::N	ʋ ʌ s t u ʋ u	wostuwu	WESTYWY	WVSTVWV
telu1262	tel	Rand::N	ʌ̃ t͡ɕ u	oCu	ECY	VKV
telu1262	tel	Kante::N	ʌ̃ t͡ɕ u	oCu	ECY	VKV
telu1262	tel	Ecke::N	m u u l ʌ	mulo	MYLE	MVRV
telu1262	tel	Spitze::N	m o n ʌ	mono	MUNE	MVNV
telu1262	tel	Ende::N	k o n ʌ	kono	KUNE	KVNV
telu1262	tel	Loch::N	r ʌ̃ d h r ʌ m u	rodhromu	RETHREMY	RVTHRVMV
telu1262	tel	Winkel::N	k o o ɳ ʌ m u	konomu	KUNEMY	KVNVMV
telu1262	tel	Muster::N	m a a d i r i	madiri	MATIRI	MVTVRV
telu1262	tel	Größe::N	p ʌ r i m a a ɳ ʌ m u	porimanomu	PERIMANEMY	PVRVMVNVMV
telu1262	tel	Länge::N	p o ɖ u ɡ u	podugu	PUTYKY	PVTVKV
telu1262	tel	Höhe::N	p o ɖ u ɡ u	podugu	PUTYKY	PVTVKV
telu1262	tel	Gewicht::N	bʰ a a r ʌ m u	baromu	PAREMY	PVRVMV
telu1262	tel	Menge::N	m o t t ʌ m u	motomu	MUTEMY	MVTVMV
telu1262	tel	Haufen::N	r a a ɕ i	raSi	RASI	RVSV
telu1262	tel	Reihe::N	ʋ ʌ r u s ʌ	woruso	WERYSE	WVRVSV
telu1262	tel	Boot::N	p ʌ ɖ ʌ ʋ ʌ	podowo	PETEWE	PVTVWV
telu1262	tel	Ruder::N	ʌ ɖ ʌ k ʌ	odoko	ETEKE	VTVKV
telu1262	tel	Schlitten::N	s ʌ r ʌ ʋ ʌ̃ ɖ l u	sorowodlu	SEREWETLY	SVRVWVTRV
telu1262	tel	Ski::N	s k i i	ski	SKI	SKV
telu1262	tel	Lagerfeuer::N	n e ɡ ʌ ɖ u	negodu	NEKETY	NVKVTV
telu1262	tel	Last::N	b ʌ r u ʋ u	boruwu	PERYWY	PVRVWV
telu1262	tel	Gang::N	n ʌ ɖ ʌ k ʌ	nodoko	NETEKE	NVTVKV
telu1262	tel	Schritt::N	ʌ ɖ u ɡ u	odugu	ETYKY	VTVKV
telu1262	tel	Norden::N	u t t ʌ r ʌ d i k k u	utorodiku	YTERETIKY	VTVRVTVKV
telu1262	tel	Süden::N	d ʌ k ʂ i ɳ ʌ m u	dokSinomu	TEKSINEMY	TVKSVNVMV
telu1262	tel	Westen::N	p ʌ ɖ ʌ m ʌ r ʌ	podomoro	PETEMERE	PVTVMVRV
telu1262	tel	Osten::N	t u u r p u	turpu	TYRPY	TVRPV
telu1262	tel	Holz::N	k o j j ʌ	koyo	KUJE	KVJV
telu1262	tel	Brett::N	p ʌ l ʌ k ʌ	poloko	PELEKE	PVRVKV
telu1262	tel	Platte::N	p ʌ l ʌ k ʌ	poloko	PELEKE	PVRVKV
telu1262	tel	Stütze::N	ʋ a a l s e e ɖ l u	walsedlu	WALSETLY	WVRSVTRV
telu1262	tel	Stange::N	s t ʌ̃ bʰ ʌ m u	stobomu	STEPEMY	STVPVMV
telu1262	tel	Stock::N	k ʌ ɽ ɽ ʌ	koro	KERE	KVRV
telu1262	tel	Stab::N	k ʌ ɽ ɽ ʌ	koro	KERE	KVRV
telu1262	tel	Rohr::N	ɡ o ʈ ʈ ʌ m u	gotomu	KUTEMY	KVTVMV
telu1262	tel	Haus::N	i l l u	ilu	ILY	VRV
telu1262	tel	Heim::N	s ʋ ʌ ɡ r ʊ h ʌ m u	swogruhomu	SWEKRYHEMY	SWVKRVHVMV
telu1262	tel	Ofen::N	p o j j i	poyi	PUJI	PVJV
telu1262	tel	Fußboden::N	n e e l ʌ	nelo	NELE	NVRV
telu1262	tel	Tisch::N	m e e d͡ʑ a a	meja	MECA	MVKV
telu1262	tel	Stuhl::N	k u r t͡ɕ i i	kurCi	KYRCI	KVRKV
telu1262	tel	Wiege::N	u j j a a l ʌ	uyalo	YJALE	VJVRV
telu1262	tel	Bett::N	p ʌ ɖ ʌ k ʌ	podoko	PETEKE	PVTVKV
telu1262	tel	Bett::N	m ʌ̃ t͡ɕ ʌ̃	moCo	MECE	MVKV
telu1262	tel	Regal::N	ʌ ʈ ʌ k ʌ	otoko	ETEKE	VTVKV
telu1262	tel	Kiste::N	ʋ e ʈ ʈ e	wete	WETE	WVTV
telu1262	tel	Fenster::N	k i ʈ i k i	kitiki	KITIKI	KVTVKV
telu1262	tel	Tür::N	d ʋ a a r ʌ m u	dwaromu	TWAREMY	TWVRVMV
telu1262	tel	Tor::N	d ʋ a a r ʌ m u	dwaromu	TWAREMY	TWVRVMV
telu1262	tel	Zaun::N	k ʌ̃ t͡ɕ e	koCe	KECE	KVKV
telu1262	tel	Dach::N	ĩ ʈ i ʋ a i k ʌ p p u	itiwaikopu	ITIWAIKEPY	VTVWVKVPV
telu1262	tel	Leiter::N	n i t t͡ɕ e n ʌ	niCeno	NICENE	NVKVNV
telu1262	tel	Besen::N	t͡ɕ i i p u r u k ʌ ʈ ʈ ʌ	Cipurukoto	CIPYRYKETE	KVPVRVKVTV
telu1262	tel	Spaten::N	p a a ɽ ʌ	paro	PARE	PVRV
telu1262	tel	Schaufel::N	p a a ɽ ʌ	paro	PARE	PVRV
telu1262	tel	Gabel::N	m ũ ɖ l ʌ ɡ ʌ r i ʈ e	mudlogorite	MYTLEKERITE	MVTRVKVRVTV
telu1262	tel	Löffel::N	ɡ ʌ r i ʈ e	gorite	KERITE	KVRVTV
telu1262	tel	Messer::N	k ʌ t t i	koti	KETI	KVTV
telu1262	tel	Nagel::N	m e e k u	meku	MEKY	MVKV
telu1262	tel	Netz::N	ʋ ʌ l ʌ	wolo	WELE	WVRV
telu1262	tel	Haken::N	k o k k e m u	kokemu	KUKEMY	KVKVMV
telu1262	tel	Griff::N	p i ɖ i	pidi	PITI	PVTV
telu1262	tel	Schloss::N	t a a ɭ ʌ m u	taLomu	TALEMY	TVRVMV
telu1262	tel	Bild::N	t͡ɕ i t r ʌ m u	Citromu	CITREMY	KVTRVMV
telu1262	tel	Figur::N	r u u p ʌ m u	rupomu	RYPEMY	RVPVMV
telu1262	tel	Puppe::N	b o m m ʌ	bomo	PUME	PVMV
telu1262	tel	Beutel::N	s ʌ̃ t͡ɕ i	soCi	SECI	SVKV
telu1262	tel	Bündel::N	m u u ʈ ʌ	muto	MYTE	MVTV
telu1262	tel	Tasche::N	s ʌ̃ t͡ɕ i	soCi	SECI	SVKV
telu1262	tel	Eimer::N	t͡ɕ e e d ʌ	Cedo	CETE	KVTV
telu1262	tel	Deckel::N	m u u t ʌ	muto	MYTE	MVTV
telu1262	tel	Geschirr::N	ʋ ʌ̃ ʈ ʌ k a a l u	wotokalu	WETEKALY	WVTVKVRV
telu1262	tel	Sack::N	ɡ o o n e s ʌ̃ t͡ɕ i	gonesoCi	KUNESECI	KVNVSVKV
telu1262	tel	Tasse::N	ɡ i n n e	gine	KINE	KVNV
telu1262	tel	Topf::N	k ũ ɖ ʌ	kudo	KYTE	KVTV
telu1262	tel	Kessel::N	n i i r u k a a t͡ɕ u p a a t r ʌ	nirukaCupatro	NIRYKACYPATRE	NVRVKVKVPVTRV
telu1262	tel	Essen::N	a a h a a r ʌ m u	aharomu	AHAREMY	VHVRVMV
telu1262	tel	Nahrung::N	a a h a a r ʌ m u	aharomu	AHAREMY	VHVRVMV
telu1262	tel	Speise::N	a a h a a r ʌ m u	aharomu	AHAREMY	VHVRVMV
telu1262	tel	Fleisch::N	m a a ̃ s ʌ m u	masomu	MASEMY	MVSVMV
telu1262	tel	Getreide::N	d h a a n j ʌ m u	dhanyomu	THANJEMY	THVNJVMV
telu1262	tel	Brei::N	ɡ u d d͡ʑ u	guju	KYCY	KVKV
telu1262	tel	Brot::N	r o ʈ ʈ e	rote	RUTE	RVTV
telu1262	tel	Scheibe::N	b ʌ d d ʌ	bodo	PETE	PVTV
telu1262	tel	Fett::N	k r o ʋ ʋ u	krowu	KRUWY	KRVWV
telu1262	tel	Butter::N	ʋ e n n ʌ	weno	WENE	WVNV
telu1262	tel	Öl::N	n u u n e	nune	NYNE	NVNV
telu1262	tel	Salz::N	u p p u	upu	YPY	VPV
telu1262	tel	Suppe::N	t͡ɕ a a r u	Caru	CARY	KVRV
telu1262	tel	Honig::N	t e n e	tene	TENE	TVNV
telu1262	tel	Milch::N	p a a l u	palu	PALY	PVRV
telu1262	tel	Tee::N	t e e n i i r u	teniru	TENIRY	TVNVRV
telu1262	tel	Leder::N	b a a ɡ u t͡ɕ e e s i ʋ ʌ t o o l u	baguCesiwotolu	PAKYCESIWETULY	PVKVKVSVWVTVRV
telu1262	tel	Wolle::N	u n n i	uni	YNI	VNV
telu1262	tel	Stoff::N	b ʌ ʈ ʈ ʌ	boto	PETE	PVTV
telu1262	tel	Nadel::N	s u u d i	sudi	SYTI	SVTV
telu1262	tel	Faden::N	d a a r ʌ m u	daromu	TAREMY	TVRVMV
telu1262	tel	Knopf::N	b o t t a a m u	botamu	PUTAMY	PVTVMV
telu1262	tel	Knoten::N	m u ɖ i	mudi	MYTI	MVTV
telu1262	tel	Farbe::N	r ʌ̃ ɡ u	rogu	REKY	RVKV
telu1262	tel	Kleidung::N	b ʌ ʈ ʈ ʌ l u	botolu	PETELY	PVTVRV
telu1262	tel	Hemd::N	t͡ɕ o k k a a j ʌ	Cokayo	CUKAJE	KVKVJV
telu1262	tel	Kragen::N	m a a l ʌ	malo	MALE	MVRV
telu1262	tel	Ärmel::N	t͡ɕ o k k a a j ʌ t͡ɕ e j j i	CokayoCeyi	CUKAJECEJI	KVKVJVKVJV
telu1262	tel	Hose::N	i d͡ʑ a a r u	ijaru	ICARY	VKVRV
telu1262	tel	Gürtel::N	p ʌ ʈ ʌ k a a	potoka	PETEKA	PVTVKV
telu1262	tel	Mütze::N	ʈ o o p i	topi	TUPI	TVPV
telu1262	tel	Schuh::N	p a a d ʌ r ʌ k ʂ ʌ	padorokSo	PATEREKSE	PVTVRVKSV
telu1262	tel	Stiefel::N	b u u ʈ u	butu	PYTY	PVTV
telu1262	tel	Ring::N	ũ ɡ ʌ r ʌ m u	ugoromu	YKEREMY	VKVRVMV
telu1262	tel	Band::N	n a a ɖ a a	nada	NATA	NVTV
telu1262	tel	Kamm::N	d u ʋ ʋ e n ʌ	duweno	TYWENE	TVWVNV
telu1262	tel	Spiegel::N	ʌ d d ʌ m u	odomu	ETEMY	VTVMV
telu1262	tel	Riemen::N	ʋ a a ɖ a a	wada	WATA	WVTV
telu1262	tel	Schnur::N	d a a r ʌ m u	daromu	TAREMY	TVRVMV
telu1262	tel	Leine::N	ʋ a a r u	waru	WARY	WVRV
telu1262	tel	Decke::N	k ʌ̃ b ʌ ɭ i	koboLi	KEPELI	KVPVRV
telu1262	tel	Kissen::N	t ʌ l ʌ ɡ ʌ ɖ ʌ	tologodo	TELEKETE	TVRVKVTV
telu1262	tel	Tuch::N	b ʌ ʈ ʈ ʌ	boto	PETE	PVTV
telu1262	tel	Handtuch::N	t u ʋ a a l u	tuwalu	TYWALY	TVWVRV
telu1262	tel	Kraft::N	b ʌ l ʌ m u	bolomu	PELEMY	PVRVMV
telu1262	tel	Stärke::N	ɕ ʌ k t i	Sokti	SEKTI	SVKTV
telu1262	tel	Gesundheit::N	a a r o o ɡ j ʌ m u	arogyomu	ARUKJEMY	VRVKJVMV
telu1262	tel	Krankheit::N	r o o ɡ ʌ m u	rogomu	RUKEMY	RVKVMV
telu1262	tel	Schmerz::N	n o p p i	nopi	NUPI	NVPV
telu1262	tel	Wunde::N	ɡ a a j ʌ m u	gayomu	KAJEMY	KVJVMV
telu1262	tel	Fieber::N	d͡ʑ ʋ ʌ r ʌ m u	jworomu	CWEREMY	KWVRVMV
telu1262	tel	Arznei::N	m ʌ̃ d u	modu	METY	MVTV
telu1262	tel	Brücke::N	ʋ ʌ̃ t e n ʌ	woteno	WETENE	WVTVNV
telu1262	tel	Brunnen::N	b a a ʋ i	bawi	PAWI	PVWV
telu1262	tel	Brunnen::N	k u u p ʌ m u	kupomu	KYPEMY	KVPVMV
telu1262	tel	Brunnen::N	n u j j i	nuyi	NYJI	NVJV
telu1262	tel	Weide::N	p ʌ t t͡ɕ i k ʌ b ʌ j ʌ l u	poCikoboyolu	PECIKEPEJELY	PVKVKVPVJVRV
