language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
mala1464	mal	geraten::V	p a ɾʲ i ɳ a m i k k ʲ u ɡ a	parinamikuga	PARINAMIKYKA	PVRVNVMVKVKV	1
nucl1305	kan	geraten::V	w ʊ t p ə t t ɪ m a a ɖ u	wutp3timadu	WYTPETIMATY	WVTPVTVMVTV	3
tami1289	tam	geraten::V	e e r p ʌ ɖ u t t u	erpodutu	ERPETYTY	VRPVTVTV	3
telu1262	tel	geraten::V	ʋ e l u ʋ ʌ ɖ u	weluwodu	WELYWETY	WVRVWVTV	2
mala1464	mal	Geruch::N	ɡ a n d ɦ a m	gandham	KANTHAM	KVNTHVM	2
nucl1305	kan	Geruch::N	ʋ a a s ə n e	was3ne	WASENE	WVSVNV	1
tami1289	tam	Geruch::N	t u ɾ n ɑ ɑ t t ʌ m	turnatom	TYRNATEM	TVRNVTVM	2
telu1262	tel	Geruch::N	ʋ a a s ʌ n ʌ	wasono	WASENE	WVSVNV	1
mala1464	mal	Geschäft::N	b i s i n a s ɨ	bisinas3	PISINASI	PVSVNVSV	3
nucl1305	kan	Geschäft::N	ʋ a a ɳ ɪ d͡ʒ j a	wanijya	WANICJA	WVNVKJV	1
tami1289	tam	Geschäft::N	ʋ ɑ ɑ ɳ i β ʌ m	wanibom	WANIBEM	WVNVPVM	1
telu1262	tel	Geschäft::N	ʋ j a a p a a r ʌ m u	wyaparomu	WJAPAREMY	WJVPVRVMV	2
mala1464	mal	Geschenk::N	s a m m a a n a m	samanam	SAMANAM	SVMVNVM	1
nucl1305	kan	Geschenk::N	k a a ɳ ɪ k e	kanike	KANIKE	KVNVKV	3
tami1289	tam	Geschenk::N	p ʌ ɾ i s u p _ p o ɾ u ɭ	porisupporuL	PERISYP_PURYL	PVRVSVP_PVRVR	3
telu1262	tel	Geschenk::N	d a a n ʌ m u	danomu	TANEMY	TVNVMV	2
mala1464	mal	geschickt::A	p ɾʲ a dʰ i bʰ a a ɕ a a l i	pradibaSali	PRATIPASALI	PRVTVPVSVRV	3
nucl1305	kan	geschickt::A	d ə k ʂ a	d3kSa	TEKSA	TVKSV	1
tami1289	tam	geschickt::A	t i r ʌ m ʌ i j ʌ ɭ ɭ ʌ	tiromoiyoLo	TIREMEIJELE	TVRVMVJVRV	2
telu1262	tel	geschickt::A	n i p u ɳ ʌ t ʌ ɡ ʌ l ʌ	nipunotogolo	NIPYNETEKELE	NVPVNVTVKVRV	3
mala1464	mal	Geschirr::N	p i ɲ ɲ a a ɳ a m	pi5anam	PINANAM	PVNVNVM	3
nucl1305	kan	Geschirr::N	bʰ ə k ʂ j ə ɡ ə ɭ u	b3kSy3g3Lu	PEKSJEKELY	PVKSJVKVRV	3
tami1289	tam	Geschirr::N	p ɑ ɑ t t i ɾ ʌ m	patirom	PATIREM	PVTVRVM	1
telu1262	tel	Geschirr::N	ʋ ʌ̃ ʈ ʌ k a a l u	wotokalu	WETEKALY	WVTVKVRV	2
mala1464	mal	geschlossen::A	a ɖ a t t͡ʃ a	adaCa	ATACA	VTVKV	2
nucl1305	kan	geschlossen::A	m ʊ t t͡ʃ ɪ d a	muCida	MYCITA	MVKVTV	2
tami1289	tam	geschlossen::A	m u u ɖ ʌ p p ʌ ʈ ʈ ʌ	mudopoto	MYTEPETE	MVTVPVTV	1
telu1262	tel	geschlossen::A	m u u s i n ʌ	musino	MYSINE	MVSVNV	2
mala1464	mal	Geschmack::N	ɾʲ u t͡ʃ i	ruCi	RYCI	RVKV	1
nucl1305	kan	Geschmack::N	r ʊ t͡ʃ i	ruCi	RYCI	RVKV	1
tami1289	tam	Geschmack::N	n ʌ r u m ʌ ɳ ʌ m	norumonom	NERYMENEM	NVRVMVNVM	2
telu1262	tel	Geschmack::N	r u t͡ɕ i	ruCi	RYCI	RVKV	1
mala1464	mal	Gesellschaft::N	k u u ʈ ʈ a a j m a	kutayma	KYTAJMA	KVTVJMV	1
nucl1305	kan	Gesellschaft::N	s ə ŋ ɡ a	s3Nga	SENKA	SVNKV	2
tami1289	tam	Gesellschaft::N	t͡ɕ ʌ m u t ɑ ɑ j ʌ m	Comutayom	CEMYTAJEM	KVMVTVJVM	1
telu1262	tel	Gesellschaft::N	d͡ʑ ʌ ʈ ʈ u	jotu	CETY	KVTV	2
mala1464	mal	Gesicht::N	m u kʰ a m	mukam	MYKAM	MVKVM	1
nucl1305	kan	Gesicht::N	m ʊ kʰ a	muka	MYKA	MVKV	1
tami1289	tam	Gesicht::N	m u h ʌ m	muhom	MYHEM	MVHVM	1
telu1262	tel	Gesicht::N	m u kʰ ʌ m u	mukomu	MYKEMY	MVKVMV	1
mala1464	mal	Gespräch::N	s a l l a a b a m	salabam	SALAPAM	SVRVPVM	2
nucl1305	kan	Gespräch::N	s ə ŋ bʰ a a ʂ ə ɳ e	s3NbaS3ne	SENPASENE	SVNPVSVNV	1
tami1289	tam	Gespräch::N	p e s u	pesu	PESY	PVSV	3
telu1262	tel	Gespräch::N	p ʌ̃ bʰ a a ʂ ʌ ɳ ʌ	pobaSono	PEPASENE	PVPVSVNV	1
mala1464	mal	gestern::ADV	i n n a l e	inale	INALE	VNVRV	1
nucl1305	kan	gestern::ADV	n ɪ n n e	nine	NINE	NVNV	1
tami1289	tam	gestern::ADV	n e e t t u	netu	NETY	NVTV	2
telu1262	tel	gestern::ADV	n i n n ʌ ʈ i _ d i n ʌ m u	ninotidinomu	NINETI_TINEMY	NVNVTV_TVNVMV	2
mala1464	mal	Gesundheit::N	a a ɾʲ o o ɡ j a m	arogyam	ARUKJAM	VRVKJVM	1
nucl1305	kan	Gesundheit::N	a a r o o ɡ j a	arogya	ARUKJA	VRVKJV	1
tami1289	tam	Gesundheit::N	ɑ ɑ ɾ o o k k i j ʌ m	arokiyom	ARUKIJEM	VRVKVJVM	1
telu1262	tel	Gesundheit::N	a a r o o ɡ j ʌ m u	arogyomu	ARUKJEMY	VRVKJVMV	1
mala1464	mal	Getreide::N	t͡ʃ o o ɭ a m	CoLam	CULAM	KVRVM	2
nucl1305	kan	Getreide::N	d h a a n j a	dhanya	THANJA	THVNJV	1
tami1289	tam	Getreide::N	m ʌ k k ɑ ɑ t t͡ɕ o o ɭ ʌ m	mokaCoLom	MEKACULEM	MVKVKVRVM	2
telu1262	tel	Getreide::N	d h a a n j ʌ m u	dhanyomu	THANJEMY	THVNJVMV	1
mala1464	mal	Gewalt::N	a k ɾʲ a m a m	akramam	AKRAMAM	VKRVMVM	3
nucl1305	kan	Gewalt::N	h ɪ ŋ s e	hiNse	HINSE	HVNSV	1
tami1289	tam	Gewalt::N	ʋ ʌ n m u r ʌ i	wonmuroi	WENMYREI	WVNMVRV	2
telu1262	tel	Gewalt::N	d a u r d͡ʑ ʌ n j ʌ m u	daurjonyomu	TAYRCENJEMY	TVRKVNJVMV	3
mala1464	mal	Gewehr::N	t o o k k ɨ	tok3	TUKI	TVKV	1
nucl1305	kan	Gewehr::N	b ə ŋ d u u k u	b3Nduku	PENTYKY	PVNTVKV	2
tami1289	tam	Gewehr::N	t u p p ɑ ɑ k k i	tupaki	TYPAKI	TVPVKV	1
telu1262	tel	Gewehr::N	t u p a a k i	tupaki	TYPAKI	TVPVKV	1
mala1464	mal	Gewicht::N	k a ʈ ʈ i	kati	KATI	KVTV	3
nucl1305	kan	Gewicht::N	t u u k a	tuka	TYKA	TVKV	1
tami1289	tam	Gewicht::N	e ɖ ʌ i	edoi	ETEI	VTV	2
telu1262	tel	Gewicht::N	bʰ a a r ʌ m u	baromu	PAREMY	PVRVMV	3
mala1464	mal	gießen::V	n a n a j k k u ɡ a	nanaykuga	NANAJKYKA	NVNVJKVKV	2
nucl1305	kan	gießen::V	n i i r ʊ h a a k u	niruhaku	NIRYHAKY	NVRVHVKV	1
tami1289	tam	gießen::V	n i i ɾ p _ p ɑ ɑ j t t͡ɕ u	nirppayCu	NIRP_PAJCY	NVRP_PVJKV	1
telu1262	tel	gießen::V	n i i ɭ ɭ u k ʌ ʈ ʈ u ʈ ʌ	niLukotuto	NILLYKETYTE	NVRRVKVTVTV	3
mala1464	mal	Gipfel::N	u t t͡ʃ a ɡ o o ɖ i	uCagodi	YCAKUTI	VKVKVTV	3
nucl1305	kan	Gipfel::N	ɕ r ɨ ŋ ɡ a	Sr3Nga	SRINKA	SRVNKV	2
tami1289	tam	Gipfel::N	u t t͡ɕ i _ m ɑ ɑ n ɑ ɑ ʈ u	uCimanatu	YCI_MANATY	VKV_MVNVTV	3
telu1262	tel	Gipfel::N	ɕ i kʰ ʌ r ʌ m u	Sikoromu	SIKEREMY	SVKVRVMV	1
mala1464	mal	glänzen::V	m i n n u ɡ a	minuga	MINYKA	MVNVKV	1
nucl1305	kan	glänzen::V	m ɪ r ʊ ɡ u	mirugu	MIRYKY	MVRVKV	1
tami1289	tam	glänzen::V	m i ɭ i ɾ	miLir	MILIR	MVRVR	2
telu1262	tel	glänzen::V	p r ʌ k a a ɕ ĩ t͡ɕ u	prokaSiCu	PREKASICY	PRVKVSVKV	3
mala1464	mal	Glas::N	ɡ l a a s ɨ	glas3	KLASI	KRVSV	3
nucl1305	kan	Glas::N	ɡ a a d͡ʒ u	gaju	KACY	KVKV	1
tami1289	tam	Glas::N	k ʌ ɳ ɳ ɑ ɑ ʈ i	konati	KENATI	KVNVTV	2
telu1262	tel	Glas::N	ɡ a a d͡ʑ u	gaju	KACY	KVKV	1
mala1464	mal	glatt::A	m i n u s a m u ɭ ɭ a	minusamuLa	MINYSAMYLA	MVNVSVMVRV	2
nucl1305	kan	glatt::A	n ə j a	n3ya	NEJA	NVJV	1
tami1289	tam	glatt::A	ʋ ʌ ɻ u ʋ ʌ ɻ u p p ɑ ɑ n ʌ	woLuwoLupano	WERYWERYPANE	WVRVWVRVPVNV	3
telu1262	tel	glatt::A	n u n n ʌ n i	nunoni	NYNENI	NVNVNV	3
mala1464	mal	glauben::V	ʋ i ɕ ʋ a s i k k ʲ u ɡ a	wiSwasikuga	WISWASIKYKA	WVSWVSVKVKV	2
nucl1305	kan	glauben::V	n ə ŋ b u	n3Nbu	NENPY	NVNPV	1
tami1289	tam	glauben::V	n ʌ m b u	nombu	NEMPY	NVMPV	1
telu1262	tel	glauben::V	n ʌ m m u	nomu	NEMY	NVMV	1
mala1464	mal	Glück::N	s a n dʰ o o ʂ a m	sandoSam	SANTUSAM	SVNTVSVM	1
mala1464	mal	Glück::N	s a n dʰ u ʂ ʈ i	sanduSti	SANTYSTI	SVNTVSTV	1
nucl1305	kan	Glück::N	a a n ə ŋ d a	an3Nda	ANENTA	VNVNTV	2
tami1289	tam	Glück::N	m ʌ h i ɻ t t͡ɕ i	mohiLCi	MEHIRCI	MVHVRKV	2
telu1262	tel	Glück::N	s ʌ̃ t o o ʂ ʌ m u	sotoSomu	SETUSEMY	SVTVSVMV	1
mala1464	mal	Gold::N	s ʋ a ɾʲ ɳ ɳ a m	swarnam	SWARNAM	SWVRNVM	3
nucl1305	kan	Gold::N	t͡ʃ ɪ n n a	Cina	CINA	KVNV	3
tami1289	tam	Gold::N	t ʌ ŋ ɡ ʌ m	toNgom	TENKEM	TVNKVM	2
telu1262	tel	Gold::N	b ʌ̃ ɡ a a r ʌ m u	bogaromu	PEKAREMY	PVKVRVMV	1
mala1464	mal	Gott::N	d a i ʋ a m	daiwam	TAIWAM	TVWVM	1
nucl1305	kan	Gott::N	d e e ʋ ə r u	dew3ru	TEWERY	TVWVRV	1
tami1289	tam	Gott::N	k ʌ ɖ ʌ ʋ u ɭ	kodowuL	KETEWYL	KVTVWVR	1
telu1262	tel	Gott::N	d e e ʋ u ɖ u	dewudu	TEWYTY	TVWVTV	1
mala1464	mal	Grab::N	ɕ a ʋ a k k u ɻ i	SawakuLi	SAWAKYRI	SVWVKVRV	3
nucl1305	kan	Grab::N	ɡ o o r i	gori	KURI	KVRV	2
tami1289	tam	Grab::N	t͡ɕ ʌ m ɑ ɑ t i	Comati	CEMATI	KVMVTV	1
telu1262	tel	Grab::N	s ʌ m a a d h i	somadhi	SEMATHI	SVMVTHV	1
mala1464	mal	graben::V	k u ɻ i k k ʲ u ɡ a	kuLikuga	KYRIKYKA	KVRVKVKV	1
nucl1305	kan	graben::V	ə ɡ e	3ge	EKE	VKV	2
tami1289	tam	graben::V	k u ɻ i _ ʋ e ʈ ʈ u	kuLiwetu	KYRI_WETY	KVRV_WVTV	1
telu1262	tel	graben::V	t r ʌ ʋ ʋ u	trowu	TREWY	TRVWV	3
mala1464	mal	Gras::N	p u l l ɨ	pul3	PYLI	PVRV	1
nucl1305	kan	Gras::N	h ʊ l l u	hulu	HYLY	HVRV	1
tami1289	tam	Gras::N	p u l t ʌ ɾ ʌ i	pultoroi	PYLTEREI	PVRTVRV	1
telu1262	tel	Gras::N	p ʌ t t͡ɕ ʌ ɡ ʌ ɖ ɖ i	poCogodi	PECEKETI	PVKVKVTV	1
mala1464	mal	grau::A	t͡ʃ a a ɾʲ a n i r a t t i l u ɭ ɭ a	CaraniratiluLa	CARANIRATILYLA	KVRVNVRVTVRVRV	2
nucl1305	kan	grau::A	b u u d ʊ b ə ɳ ɳ ə d a	budub3n3da	PYTYPENETA	PVTVPVNVTV	1
tami1289	tam	grau::A	t͡ɕ ɑ ɑ m b ʌ l _ n i r ʌ	Cambolniro	CAMPEL_NIRE	KVMPVR_NVRV	3
telu1262	tel	grau::A	n e r i s i n ʌ	nerisino	NERISINE	NVRVSVNV	3
mala1464	mal	Grenze::N	a dʰ i ɾʲ t t i	adirti	ATIRTI	VTVRTV	2
nucl1305	kan	Grenze::N	ɡ ə ɖ i	g3di	KETI	KVTV	1
tami1289	tam	Grenze::N	e l l ʌ i	eloi	ELEI	VRV	3
telu1262	tel	Grenze::N	s ʌ r i h ʌ d d u	sorihodu	SERIHETY	SVRVHVTV	3
mala1464	mal	Griff::N	k a i p p i ɖ i	kaipidi	KAIPITI	KVPVTV	1
nucl1305	kan	Griff::N	h ɪ ɖ i	hidi	HITI	HVTV	1
tami1289	tam	Griff::N	k ʌ i p p i ɖ i	koipidi	KEIPITI	KVPVTV	1
telu1262	tel	Griff::N	p i ɖ i	pidi	PITI	PVTV	1
mala1464	mal	groß::A	ʋ a l i j a	waliya	WALIJA	WVRVJV	3
nucl1305	kan	groß::A	d ɔ ɖ ɖ a	doda	TUTA	TVTV	2
tami1289	tam	groß::A	p e ɾ i j ʌ	periyo	PERIJE	PVRVJV	1
telu1262	tel	groß::A	ɡ o p p a i n ʌ	gopaino	KUPAINE	KVPVNV	3
mala1464	mal	Größe::N	ʋ a l u p p a m	walupam	WALYPAM	WVRVPVM	2
nucl1305	kan	Größe::N	p r ə m a a ɳ a	pr3mana	PREMANA	PRVMVNV	1
tami1289	tam	Größe::N	ʌ ɭ ʌ ʋ u	oLowu	ELEWY	VRVWV	2
telu1262	tel	Größe::N	p ʌ r i m a a ɳ ʌ m u	porimanomu	PERIMANEMY	PVRVMVNVMV	1
mala1464	mal	Großmutter::N	a m m u m m a	amuma	AMYMA	VMVMV	1
nucl1305	kan	Großmutter::N	ə m m a	3ma	EMA	VMV	1
tami1289	tam	Großmutter::N	p ɑ ɑ ʈ ʈ i	pati	PATI	PVTV	2
telu1262	tel	Großmutter::N	ʌ j j ʌ m m ʌ	oyomo	EJEME	VJVMV	1
mala1464	mal	Großvater::N	a p p u u p p a n	apupan	APYPAN	VPVPVN	2
nucl1305	kan	Großvater::N	ə d d͡ʒ a	3ja	ECA	VKV	3
tami1289	tam	Großvater::N	t ɑ ɑ t t ɑ ɑ	tata	TATA	TVTV	1
telu1262	tel	Großvater::N	t a a t ʌ	tato	TATE	TVTV	1
mala1464	mal	Grube::N	k u ɻ i	kuLi	KYRI	KVRV	1
nucl1305	kan	Grube::N	ɡ ʊ ŋ ɖ i	guNdi	KYNTI	KVNTV	1
tami1289	tam	Grube::N	k u ɻ i	kuLi	KYRI	KVRV	1
telu1262	tel	Grube::N	ɡ o j j i	goyi	KUJI	KVJV	1
mala1464	mal	grün::A	p a t t͡ʃ a n i r a m u ɭ ɭ a	paCaniramuLa	PACANIRAMYLA	PVKVNVRVMVRV	3
nucl1305	kan	grün::A	k a a j a a d a	kayada	KAJATA	KVJVTV	2
tami1289	tam	grün::A	p ʌ t t͡ɕ ʌ i _ ʋ ʌ ɳ ɳ ʌ	poCoiwono	PECEI_WENE	PVKV_WVNV	1
telu1262	tel	grün::A	a a k u p ʌ t t͡ɕ ʌ n i	akupoConi	AKYPECENI	VKVPVKVNV	3
mala1464	mal	Grund::N	k a a ɾʲ a ɳ a m	karanam	KARANAM	KVRVNVM	1
nucl1305	kan	Grund::N	k a a r ə ɳ a	kar3na	KARENA	KVRVNV	1
tami1289	tam	Grund::N	k ɑ ɑ ɾ ʌ ɳ ʌ m	karonom	KARENEM	KVRVNVM	1
telu1262	tel	Grund::N	k a a r ʌ ɳ ʌ m u	karonomu	KARENEMY	KVRVNVMV	1
mala1464	mal	Gürtel::N	b e l t t ɨ	belt3	PELTI	PVRTV	1
nucl1305	kan	Gürtel::N	b ɛ l ʈ u	bEltu	PELTY	PVRTV	1
tami1289	tam	Gürtel::N	p e l ʈ	pelt	PELT	PVRT	1
telu1262	tel	Gürtel::N	p ʌ ʈ ʌ k a a	potoka	PETEKA	PVTVKV	2
mala1464	mal	gut::A	n a l l a	nala	NALA	NVRV	1
nucl1305	kan	gut::A	w ɔ ɭ ɭ ɛ j a	woLEya	WULEJA	WVRVJV	3
tami1289	tam	gut::A	n ʌ l l ʌ	nolo	NELE	NVRV	1
telu1262	tel	gut::A	m ʌ̃ t͡ɕ i	moCi	MECI	MVKV	2
mala1464	mal	Haar::N	t a l a m u ɖ i	talamudi	TALAMYTI	TVRVMVTV	1
nucl1305	kan	Haar::N	k u u d ə l u	kud3lu	KYTELY	KVTVRV	2
tami1289	tam	Haar::N	m u ɖ i	mudi	MYTI	MVTV	1
telu1262	tel	Haar::N	ʋ ẽ ɖ r u k ʌ	wedruko	WETRYKE	WVTRVKV	3
mala1464	mal	hacken::V	ʋ e ʈ ʈ i m u r i k k ʲ u ɡ a	wetimurikuga	WETIMYRIKYKA	WVTVMVRVKVKV	2
nucl1305	kan	hacken::V	t ʊ ŋ ɖ ə r ɪ s u	tuNd3risu	TYNTERISY	TVNTVRVSV	3
tami1289	tam	hacken::V	ʋ e ʈ ʈ i _ e ɖ u	wetiedu	WETI_ETY	WVTV_VTV	1
telu1262	tel	hacken::V	n ʌ ɽ ʌ k u	noroku	NEREKY	NVRVKV	3
mala1464	mal	Hahn::N	p u u ʋ a n ɡ o o ɻ i	puwangoLi	PYWANKURI	PVWVNKVRV	1
nucl1305	kan	Hahn::N	h ʊ ŋ d͡ʒ a	huNja	HYNCA	HVNKV	3
tami1289	tam	Hahn::N	t͡ɕ e e ʋ ʌ l	Cewol	CEWEL	KVWVR	3
telu1262	tel	Hahn::N	k o o ɖ i ʋ ũ d͡ʑ u	kodiwuju	KUTIWYCY	KVTVWVKV	2
mala1464	mal	Haken::N	k o ɭ u t t ɨ	koLut3	KULYTI	KVRVTV	1
nucl1305	kan	Haken::N	k ɔ ŋ ɖ i	koNdi	KUNTI	KVNTV	1
tami1289	tam	Haken::N	k o k k i	koki	KUKI	KVKV	1
telu1262	tel	Haken::N	k o k k e m u	kokemu	KUKEMY	KVKVMV	1
mala1464	mal	Hälfte::N	p a ɡ u dʰ i	pagudi	PAKYTI	PVKVTV	1
nucl1305	kan	Hälfte::N	ə r d h a	3rdha	ERTHA	VRTHV	2
tami1289	tam	Hälfte::N	p ɑ ɑ t i	pati	PATI	PVTV	1
telu1262	tel	Hälfte::N	s ʌ ɡ ʌ m u	sogomu	SEKEMY	SVKVMV	3
mala1464	mal	Hals::N	k a ɻ u t t ɨ	kaLut3	KARYTI	KVRVTV	1
nucl1305	kan	Hals::N	k ɔ r ə ɭ u	kor3Lu	KURELY	KVRVRV	1
tami1289	tam	Hals::N	k ʌ ɻ u t t u	koLutu	KERYTY	KVRVTV	1
telu1262	tel	Hals::N	m e ɖ ʌ	medo	METE	MVTV	2
mala1464	mal	halten::V	p i ɖ i k k ʲ u ɡ a	pidikuga	PITIKYKA	PVTVKVKV	1
nucl1305	kan	halten::V	h ɪ ɖ i	hidi	HITI	HVTV	1
tami1289	tam	halten::V	p i ɖ i t t u k _ k o ɭ	piditukkoL	PITITYK_KUL	PVTVTVK_KVR	1
telu1262	tel	halten::V	ũ t͡ɕ u	uCu	YCY	VKV	2
mala1464	mal	Hand::N	k a i	kai	KAI	KV	1
nucl1305	kan	Hand::N	k ə i	k3i	KEI	KV	1
tami1289	tam	Hand::N	k ʌ i	koi	KEI	KV	1
telu1262	tel	Hand::N	t͡ɕ e e j i	Ceyi	CEJI	KVJV	1
mala1464	mal	Handfläche::N	u ɭ ɭ a m _ k a i	uLamkai	YLAM_KAI	VRVM_KV	1
nucl1305	kan	Handfläche::N	ə ŋ ɡ ə i	3Ng3i	ENKEI	VNKV	1
tami1289	tam	Handfläche::N	u ɭ ɭ ʌ ŋ ɡ ʌ i	uLoNgoi	YLENKEI	VRVNKV	1
telu1262	tel	Handfläche::N	ʌ r ʌ t͡ɕ e e j u	oroCeyu	ERECEJY	VRVKVJV	2
mala1464	mal	Handtuch::N	t o o ɾʲ t t ɨ	tort3	TURTI	TVRTV	1
nucl1305	kan	Handtuch::N	t͡ʃ ə ʊ k a	C3uka	CEYKA	KVKV	3
tami1289	tam	Handtuch::N	t ʌ ɳ ʈ u	tontu	TENTY	TVNTV	1
telu1262	tel	Handtuch::N	t u ʋ a a l u	tuwalu	TYWALY	TVWVRV	2
mala1464	mal	hängen::V	t u u ŋ ŋ u ɡ a	tuNuga	TYNYKA	TVNVKV	2
nucl1305	kan	hängen::V	j ɪ ɭ ɪ j ə b ɪ ɖ u	yiLiy3bidu	JILIJEPITY	JVRVJVPVTV	3
tami1289	tam	hängen::V	t o ŋ ɡ ʌ t͡ɕ _ t͡ɕ e j	toNgoCCey	TUNKEC_CEJ	TVNKVK_KVJ	3
telu1262	tel	hängen::V	ʋ r e e l a a ɖ ʌ d i i j u	wreladodiyu	WRELATETIJY	WRVRVTVTVJV	1
mala1464	mal	hart::A	k a ʈ ʈ i j u ɭ ɭ a	katiyuLa	KATIJYLA	KVTVJVRV	2
nucl1305	kan	hart::A	ɡ ə ʈ ʈ i	g3ti	KETI	KVTV	2
tami1289	tam	hart::A	k ʌ ɖ i n ʌ m ɑ ɑ n ʌ	kodinomano	KETINEMANE	KVTVNVMVNV	1
telu1262	tel	hart::A	k ʌ ʈ h i n ʌ m a i n ʌ	kothinomaino	KETHINEMAINE	KVTHVNVMVNV	1
mala1464	mal	Hase::N	m u j a l	muyal	MYJAL	MVJVR	1
nucl1305	kan	Hase::N	m ɔ l a	mola	MULA	MVRV	1
tami1289	tam	Hase::N	m u j ʌ l	muyol	MYJEL	MVJVR	1
telu1262	tel	Hase::N	k ũ d e e l u	kudelu	KYTELY	KVTVRV	1
mala1464	mal	hauen::V	a ɖ i k k ʲ u ɡ a	adikuga	ATIKYKA	VTVKVKV	2
nucl1305	kan	hauen::V	h ɔ ɖ e	hode	HUTE	HVTV	1
tami1289	tam	hauen::V	ʌ ɖ i	odi	ETI	VTV	1
telu1262	tel	hauen::V	k o ʈ ʈ u	kotu	KUTY	KVTV	3
mala1464	mal	Haufen::N	k u u m b a a ɾʲ a m	kumbaram	KYMPARAM	KVMPVRVM	3
nucl1305	kan	Haufen::N	r a a ɕ i	raSi	RASI	RVSV	1
tami1289	tam	Haufen::N	k u ʋ i j ʌ l	kuwiyol	KYWIJEL	KVWVJVR	2
telu1262	tel	Haufen::N	r a a ɕ i	raSi	RASI	RVSV	1
mala1464	mal	Haus::N	ʋ i i ɖ ɨ	wid3	WITI	WVTV	1
nucl1305	kan	Haus::N	m ə n e	m3ne	MENE	MVNV	2
tami1289	tam	Haus::N	ʋ i i ɖ u	widu	WITY	WVTV	1
telu1262	tel	Haus::N	i l l u	ilu	ILY	VRV	3
mala1464	mal	Haut::N	t͡ʃ a ɾʲ m m a m	Carmam	CARMAM	KVRMVM	1
nucl1305	kan	Haut::N	t͡ʃ ə r m a	C3rma	CERMA	KVRMV	1
tami1289	tam	Haut::N	t͡ɕ ʌ ɾ u m ʌ m	Corumom	CERYMEM	KVRVMVM	1
telu1262	tel	Haut::N	t͡ɕ ʌ r m ʌ m u	Cormomu	CERMEMY	KVRMVMV	1
mala1464	mal	heben::V	u j a ɾʲ t t u ɡ a	uyartuga	YJARTYKA	VJVRTVKV	2
nucl1305	kan	heben::V	j ɛ t t u	yEtu	JETY	JVTV	2
tami1289	tam	heben::V	t u u k k u	tuku	TYKY	TVKV	1
telu1262	tel	heben::V	e t t u	etu	ETY	VTV	2
mala1464	mal	Hecht::N	o ɾʲ u _ m a t s j a m	orumatsyam	URY_MATSJAM	VRV_MVTSJVM	3
nucl1305	kan	Hecht::N	p ə ɪ k _ m i i n u	p3ikminu	PEIK_MINY	PVK_MVNV	3
tami1289	tam	Hecht::N	k o o l ɑ ɑ t t͡ɕ i _ m i i n	kolaCimin	KULACI_MIN	KVRVKV_MVN	2
telu1262	tel	Hecht::N	ɡ ʌ̃ ɖ u m i i n u	goduminu	KETYMINY	KVTVMVNV	1
mala1464	mal	Heim::N	ʋ i i ɖ ɨ	wid3	WITI	WVTV	2
nucl1305	kan	Heim::N	ɡ r ɨ h a	gr3ha	KRIHA	KRVHV	1
tami1289	tam	Heim::N	ʋ i i ɖ u	widu	WITY	WVTV	2
telu1262	tel	Heim::N	s ʋ ʌ ɡ r ʊ h ʌ m u	swogruhomu	SWEKRYHEMY	SWVKRVHVMV	1
mala1464	mal	heiß::A	t͡ʃ u u ɖ u ɭ ɭ a	CuduLa	CYTYLA	KVTVRV	3
nucl1305	kan	heiß::A	b ɪ s i	bisi	PISI	PVSV	3
tami1289	tam	heiß::A	t͡ɕ u u ʈ ɑ ɑ n ʌ	Cutano	CYTANE	KVTVNV	1
telu1262	tel	heiß::A	ʋ e e ɖ i j a i n ʌ	wediyaino	WETIJAINE	WVTVJVNV	2
mala1464	mal	hell::A	d͡ʒ ʋ a l i k k ʲ u n n a	jwalikuna	CWALIKYNA	KWVRVKVNV	2
nucl1305	kan	hell::A	h ɔ ɭ ɛ j ʊ ʋ a	hoLEyuwa	HULEJYWA	HVRVJVWV	1
tami1289	tam	hell::A	p ʌ ɭ ʌ β ʌ ɭ ʌ p p ɑ ɑ n ʌ	poLoboLopano	PELEBELEPANE	PVRVPVRVPVNV	3
telu1262	tel	hell::A	k a a ̃ t i ɡ ʌ l ʌ	katigolo	KATIKELE	KVTVKVRV	3
mala1464	mal	Hemd::N	ʂ a ɾʲ ʈ ʈ ɨ	Sart3	SARTI	SVRTV	2
nucl1305	kan	Hemd::N	ə ŋ ɡ i	3Ngi	ENKI	VNKV	3
tami1289	tam	Hemd::N	t͡ɕ ʌ ʈ ʈ ʌ i	Cotoi	CETEI	KVTV	1
telu1262	tel	Hemd::N	t͡ɕ o k k a a j ʌ	Cokayo	CUKAJE	KVKVJV	3
mala1464	mal	Herbst::N	ɕ a ɾʲ a t k a a l a m	Saratkalam	SARATKALAM	SVRVTKVRVM	1
nucl1305	kan	Herbst::N	ɕ ə r ə t k a a l a	S3r3tkala	SERETKALA	SVRVTKVRV	1
tami1289	tam	Herbst::N	i l ʌ i j u ð i ɾ _ k ɑ ɑ l ʌ m	iloiyu8irkalom	ILEIJYDIR_KALEM	VRVJVTVR_KVRVM	2
telu1262	tel	Herbst::N	a a k u r a a l u k a a l ʌ m u	akuralukalomu	AKYRALYKALEMY	VKVRVRVKVRVMV	1
mala1464	mal	Herde::N	k u u ʈ ʈ a m	kutam	KYTAM	KVTVM	1
